DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,PFr2,PFr3,PFr4,PFr5,PFr6,year,variety,Total_Poids
69.5,49,35.4,32,39.46,6.5,24.81,5,18.09,3,,,,,R1,11.2,10.5,122,128,,113,93,132,2021,1,588
58.8,41,32,233.5,67.6,97.8,,,,,,,,,R27,7.15,26,,,,,,,2021,2,0
70,60,39,69,85.6,70,39,33,18.7,22,9.1,5,,,R32,6.8,51,75,156,141,,,,2022,1,372
75,42,35.5,196.5,90,11,61.5,5.5,29.8,3,20.8,43.6,,,R20,5.9,34.5,99,107,,,,,2022,1,206
75,34,40,157,17,13.1,,,,,,,,,R 114,9.7,75,60,110,,,,,2022,2,170
77,37,41,224.1,54.6,0,10.9,2.5,,,,,,,R 95,9.5,103,220,200,,,,,2022,2,420
71,48,37,218,67.8,51,45.5,22,32.64,25,,,,,R41,7.49,52,174,165,185,,,,2021,1,524
72,43,33.7,204.3,73.6,20,31.5,0,,,,,,,R 66,6,26,110,150,,,,,2022,2,260
75,35,36,248.2,58.7,6,22.1,9,18.2,48,,,,,R 156,7.1,43,130,170,,,,,2022,2,300
73,92,213,37.2,86.4,65,75.9,63,51.3,8,45.7,18,14.4,4.3,R110,7.3,76,170,102,150,,,,2022,1,422
77,40,37,45,24.09,134,47.3,32,45.3,41.5,33.28,3.5,,,R104,10.13,68,157,131.98,,,,,2021,2,288.98
71.3,32.5,41.6,145,,79.5,52.1,0,,,,,,,R 93,6,64,140,100,,,,,2022,2,240
59.5,31,36,15.5,38,16.5,,,,,0,0,0,0,R101,6,6,134,,,,,,2019,2,134
72,40,34,211,31.7,0,17.2,6,,,,,,,R 135,10.5,62,210,170,160,120,160,,2022,2,820
71.4,45,34,205,73.06,14,53.66,5.2,25.96,3.6,12.73,12.8,,,R11,7.59,71,123,158,145,214,,,2021,1,640
69.5,63,37.6,252,67.76,24,48.27,12,50.25,23.5,,,,,R95,8.02,47,142,,,,,,2021,1,142
69,34,34,11,,,,,,,,,0,0,R18,9,72,146,,,,,,2019,2,146
73,58,106,36.2,77,16,40.2,14.5,28.6,4.3,16.5,45.5,,,R62,6.8,58,147,90,,,,,2022,1,237
77,37,38,189.7,54.2,34.7,,,,,,,,,R 122,7.1,60,180,160,120,,,,2022,2,460
73,37,36,279,63.3,11.8,24.5,6.2,16.4,2.2,,,,,R 28,6.7,51.5,140,,,,,,2022,2,140
64.5,54.5,38,3.5,47.5,5,,,,,,,,,R147,9.5,67,142,139,,,,,2019,1,281
64.5,54.5,38,129,30.5,9.5,,,,,10,22.4,,,R127,5.5,39.5,145,166,,,,,2019,1,311
72,33,44,120,80,90,30.1,0,,,,,,,R 104,4,37,160,90,140,,,,2022,2,390
75,60,41,146,67,32,66.1,10,31.6,6,,,,,R24,6.2,21,260,250,226,,,,2022,1,736
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,30,17.9,4,R60,8.26,32,156,166,,,,,2021,1,322
75,30,40,116,21.5,2.5,,,,,,,,,R 63,5,55,150,,,,,,2022,2,150
71.3,32.5,41.6,66,,64,53.8,38.5,50,15,21.6,40,,,R 68,4.9,39,160,140,120,,,,2022,2,420
68,34,30.5,100,22.34,84,10.89,8.9,,,,,,,R88,7.29,41,103,126,,,,,2021,2,229
77,35,38,183,57.6,110.5,46,15.5,35.4,30,,,,,R84,11.21,66,131.98,131.98,,,,,2021,2,263.96
59,55,34,5,,,,,,,,7.5,19,4,R95,15,83,285,215,199,245,198,,2019,1,1142
75,48,43,206,228.7,35.3,86.3,54,40.6,34.2,,,,,R65,13.2,94,162,100,,,,,2022,1,262
67,33.5,34,61.5,57,42,29.4,114,,,,,,,R33,11.8,85,143,136,117,,,,2021,2,396
77,46,26.2,207.6,67.6,52,49.7,4.5,28.6,21.3,,,,,R 20,4.8,35,200,,,,,,2022,2,200
75,42,35.5,196.5,90,11,61.5,5.5,29.8,6,11,0.5,,,R21,5.8,49.5,133,,,,,,2022,1,133
75,30,40,133,101,136.7,60.8,30,28.4,30,,,,,R 78,8,70,130,,,,,,2022,2,130
71,52,37,202,62.73,73,37.9,1.5,,,,,,,R122,10.39,76,152,174,157,222,,,2021,1,705
55.5,51,31.5,42,18.5,-5.5,19.21,20.5,,,,,0,0,R27,5.02,10.5,240,,,,,,2019,2,240
65.5,43,37.5,54,62.5,11,17,10,,,,,,,R10,9.5,75,140,137,145,138,,,2019,1,560
73,72,91.2,41,87,65.2,85.8,8,50.8,12,,,,,R6,6.3,45.2,75,50,84,,,,2022,1,209
75,42,35.5,196.5,90,51,64.7,8.5,45.4,55.4,20.4,37.8,,,R35,5.1,23,,,,,,,2022,1,0
71.3,32.5,41.6,145,,64.8,42,17,,,,,,,R 88,5.2,25,100,,,,,,2022,2,100
59,55,34,60,,,,27,,,,,,,R127,11,56,208,194,201,,,,2019,1,603
77,42,38,59,112.4,131.4,63.3,46.2,39,62.9,,,,,R 36,6.4,32.7,190,110,,,,,2022,2,300
72,33,44,323,53.2,41,35.7,11,,,,,,,R 120,10,81,210,260,180,150,120,,2022,2,920
69.5,49,35.4,127,34.6,8,25.26,8,22.3,1.1,16.8,1.9,,,R8,7.1,61.3,113,126,101,95,119,,2021,1,554
71,33,34.2,121,27.9,11,23,68,,,,,,,R12,4.4,37,136,120,,,,,2021,2,256
71,54,31,143,34.18,6.8,26.88,14,26.76,10,,,,,R3,6.75,31.6,75,115,62,,,,2021,1,252
72,44,33,274,58.4,20,29,0,,,,,,,R 35,6.8,20,170,100,,,,,2022,2,270
66.5,40,31.5,13,54.43,94,,,,,,,0,0,R64,9.06,67,,,,,0,0,2019,2,0
71.5,31,40.3,63,83.5,214,44.59,4,26.5,43,,,,,R83,7.8,35.5,149,116.76,116.76,,,,2021,2,382.52
71.3,35,36,244.4,,7,16,1.5,5.8,27.3,,,,,R 119,5.2,21,190,140,,,,,2022,2,330
77,35,38,89,72.3,4,29.5,108.5,,,,,,,R62,5.37,26,,,,,,,2021,2,0
69,34,37,5,,,,,,,,,0,0,R41,5,25,96,,,,,,2019,2,96
64,51,117.5,42,42,15,37,7,,,,,,,R123,7,18,118,136,,,,,2019,1,254
69,34,34,9,55,8,,,,,,,0,0,R7,13,75,92,58,,,,,2019,2,150
72,33,44,218,45,3,,,,,,,,,R 110,6,67,160,120,130,,,,2022,2,410
75,30,40,48,55.6,120,30.6,30,,,,,,,R 47,6.8,39,,,,,,,2022,2,0
75,51,40,142,104,22,64.7,40,46.3,53.5,27.5,13,,,R107,7.22,59,153,131,261,102,134,,2021,1,781
77,46,26.2,207.6,67.6,41,23.4,0,,,,,,,R 19,7.5,40,180,190,,,,,2022,2,370
60,50,108,41,82,12.5,67,31,25,12.5,,4.5,,,R98,6.5,77,214,184,235,,,,2019,1,633
71,33,44.6,27,35.5,186.5,62.5,99,5,48,18,1,,,R75,8,67,122.8,122.8,122.8,,,,2021,2,368.4
64.5,54.5,38,57,75,18.5,,,,,,,,,R100,7.5,39,147,205,213,181,,,2019,1,746
69,34,32,25,18,41,,,,,,,0,0,R93,5,29,180,100,,,,,2019,2,280
69,34,37,36,40,48,38,14,28,4,,,0,0,R45,6.5,4,166,,,,,,2019,2,166
71,50,36.5,113,57.4,6,32.5,8,25.6,9,19.4,6,15,13,R2,8.26,75,87,120,147,98,115,107,2021,1,674
64,51,117,130,69,17.5,12.5,15,,,,,,,R54,5.5,18,172,119,,,,,2019,1,291
59.5,31,36,58,52,7,,,,,0,0,0,0,R80,10,77,170,108,172,168,,,2019,2,618
62,30.4,30,139,26.79,5,,,,,,,,,R88,6.51,,128.51,,,,,,2021,2,128.51
77,27,37,55,28.8,82,,,,,,,,,R124,5.57,57.5,116,123.51,89,,,,2021,2,328.51
71,55,37,200,72.35,48,76.7,22,60.55,46,45.8,6,32.25,2,R45,5.66,31.3,168,,,,,,2021,1,168
77,6,36.5,80,40.5,92,,,,,,,,,R71,7.1,40,157,,,,,,2021,2,157
72,33,44,74,98.5,113,90,116,57.4,64,13.5,10,,,R 98,8.4,84,180,140,140,140,,,2022,2,600
62,30,31,186,39.34,23,22.98,30.5,,,,,,,R134,8.1,,128.51,128.51,,,,,2021,2,257.02
73,52,42,192,80.33,54,55.88,22,52.62,24,21.18,10.2,,,R64,8.59,44,182,233,,,,,2021,1,415
58.8,36,29,139,60.22,137.5,19.92,21.5,,,,,,,R120,6.21,40,137.23,,,,,,2021,2,137.23
73,52,42,133,63.34,63,26.2,12,18.9,10,20.5,12.4,,,R58,6.1,31,106,157,,,,,2021,1,263
81,21,36,236,83.5,83,40,56,9,3,,,,,R134,7.4,65,190,140,100,160,170,,2022,2,760
77,40,37,45,24.09,134,47.3,32,45.3,41.5,33.28,3.5,,,R104,10.13,68,157,131.98,,,,,2021,2,288.98
62,32,36,44,44,48,7.12,4,,,,,,,R42,5.35,,128.51,,,,,,2021,2,128.51
55.5,51,29.3,28,46.46,12,55,5.5,26,11,,,0,0,R89,14,67,192,188,166,,,,2019,2,546
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,14.55,62,R101,4.9,34,109,,,,,,2021,2,109
72,43,33.7,191.8,31.2,3.5,,,,,,,,,R 56,8.8,67,130,110,120,,,,2022,2,360
75,38,37,198,100,3.5,86.4,73.5,56.7,28,,,,,R49,8.5,67.5,,,,,,,2022,1,0
75,35,36,346.2,62.8,42,,,,,,,,,R 168,8.3,73,180,130,120,,,,2022,2,430
66,25,30,136,36.2,2,,,,,,,,,R 60,8.5,82,130,150,140,,,,2022,2,420
70,55,37,78,23,5,,,,,,,,,R56,8.6,70,103,113,,,,,2022,1,216
59,55,34,41,,,,,,3,,,,,R5,5,6,153,,,,,,2019,1,153
71,54,31,143,34.18,6.8,31.3,28.08,30.1,4,,,,,R7,7.59,55.9,117,103,95,111,,,2021,1,426
70,71,40.5,97,74.2,74,79.8,9,38.07,54,10,21,,,R19,6.31,55.5,162,143,136,,,,2021,1,441
75,23,36.2,189.3,,,,,,,,,,,R 19,6,35,150,150,,,,,2022,2,300
71.4,45,71,179,55.7,29,10.39,5,,,,,,,R82,7.31,69,148,128,80,125,,,2021,1,481
73,41,34,160.9,68.27,12,48.62,68.5,33.29,34,29.33,29,,,R22,11.25,62.5,,,,,,,2021,1,0
64,51,85,46,48.5,5,,,,,,3,,,R88,7.5,31,206,189,,,,,2019,1,395
77,35,38,270.5,69.5,14,21.46,12.5,,,,,,,R91,7.77,71,131.98,131.98,,,,,2021,2,263.96
73,58,106,36.2,77,4,29.5,10,15.7,6.5,,,,,R58,9.7,105,160,112,96,,,,2022,1,368
71,33,38,122,62,131,37.7,2,,,,,,,R128,5.7,55.5,138,132,122.8,,,,2021,2,392.8
73,72,91.2,41,87,65.2,85.8,97.5,40.3,19,,,,,R20,7.9,80,151,87,124,,,,2022,1,362
71,55,37,70,50,104,23.75,35,,,,,,,R33,7,14.5,150,151,,,,,2021,1,301
70,57,35,129,54.08,4,17,20.5,,,,,,,R90,5.16,32.3,103,103,79,136,,,2021,1,421
72,43,33.7,218.3,65.3,37,69.7,38.5,35.8,37,,,,,R 70,17.2,94.3,,,,,,,2022,2,0
64,51,117,130,55.5,50,,15,,,,,,,R39,9,53,139,167,150,,,,2019,1,456
75,34,40,227,50,43,18.3,1,,,,,,,R 120,6.5,56,130,120,,,,,2022,2,250
71.5,45,32,136.8,46.61,7,,,,,,,,,R17,8.89,58,116.76,143,,,,,2021,2,259.76
75,30,40,220,53.8,4,12.8,3,,,,,,,R 98,5.6,32,90,,,,,,2022,2,90
71.3,35,36,244.4,,78,71.8,5,19.4,24,,,,,R 133,7.4,67,150,130,110,,,,2022,2,390
71.3,40,36.8,268.8,,5,33.5,0,,,,,,,R 32,9.9,67,190,210,,,,,2022,2,400
77,35,38,89,72.3,81,69.23,47,60,46,35.8,14.5,23.4,47,R74,6.9,48,131.98,93,,,,,2021,2,224.98
77,8,34.5,97,,,,,,,,,,,R9,6.3,45,,,,,,,2021,2,0
77,35,38,89,72.3,4,29.5,53,,,,,,,R60,6.86,54,131.98,,,,,,2021,2,131.98
77,6,36.5,168,10.11,20,,,,,,,,,R89,6.33,20,123.51,123.51,,,,,2021,2,247.02
71,48,37,218,67.8,51,45.5,4,42.8,2.5,,,,,R38,6.09,31.2,152,136,,,,,2021,1,288
77,40,37,221.5,30,46,19,3.5,11.08,3,,,,,R112,6.5,21,161,159,,,,,2021,2,320
73,50,39,117,93.8,76.4,18.7,7.3,,,,,,,R10,5.2,51,157,,,,,,2022,1,157
55.5,51,29.3,28,46.46,14.5,,,,,,,0,0,R79,10,31,166,,,,,,2019,2,166
75,42,35.5,90.5,56.6,7,11.2,34,,,,,,,R7,4,23,76,97,,,,,2022,1,173
58.8,35,28,322.5,46,17,23.44,75.5,17.08,3,,,,,R94,7.32,33,167,137.23,,,,,2021,2,304.23
67,33.5,34,140.5,10.9,45,,,,,,,,,R38,3.8,23,102,,,,,,2021,2,102
75,42,35.5,196.5,90,11,61.5,5.5,29.8,17.5,17.5,20.9,,,R24,4.8,22.5,123,144,178,,,,2022,1,445
75,55,34.3,110.5,24.25,8.5,17.86,7.9,10.8,9,6.99,10.4,,,R117,4.86,21.5,137,,,,,,2021,1,137
73,45,39,135,81.9,35,71.6,51,36.13,5,17.73,9,,,R132,3.9,23,154,167,122,,,,2021,1,443
77,40,37,274.5,54.8,37,25.15,8,21.3,34,12.35,5,,,R118,8.27,52.5,131.98,131.98,131.98,,,,2021,2,395.94
64,51,85,46,48.5,5,,,,,,5,,,R94,11.5,63,173,180,178,,,,2019,1,531
69.5,55,34,173,89.8,15,61,7,31.8,51,16.9,28,,,R107,7.21,55,213,184,,,,,2021,1,397
64,51,85,46,48.5,5,13,16,,,,,,,R83,9.5,56,143,165,155,,,,2019,1,463
75,23,36.2,166.5,77,29.1,27.6,1,13.1,1.2,,,,,R 11,5.6,40,,,,,,,2022,2,0
75,43,42,71,77.8,0,29.4,14.9,13.1,27.5,,,,,R53,4.5,30.6,46,,,,,,2022,1,46
71,55,37,200,72.35,48,76.7,22,40.5,10.5,,,,,R37,4.44,37,176,,,,,,2021,1,176
71.5,45,32,221.8,45.21,10.4,37.7,53.4,,,,,,,R27,7.72,55,188,,,,,,2021,2,188
76,53,44,212,86.1,64,71.7,8,52.2,40,43.1,5,27.7,11,R61,7.8,36,142,98,152,,,,2022,1,392
67,32,33,221,14.23,42.3,,,,,,,,,R133,4.66,30,161,147,,,,,2021,2,308
71.4,33,39,124,27.6,10,,,,,,,,,R91,14.29,137,88,98,110,126,,,2021,1,422
73,41,34,160.9,68.27,12,48.62,68.5,33.29,43.5,17.11,22,,,R25,10.28,52,142,,,,,,2021,1,142
59.5,31,33,80,47,28,13,1,,,0,0,0,0,R58,6,49,196,122,,,,,2019,2,318
71,33,44.6,27,35.5,63,40.93,64.4,19.69,29,,,,,R49,5.41,66,122.8,52,,,,,2021,2,174.8
75,55,34.3,188.1,77,48.5,43.12,48,24.5,21,12.13,10,,,R153,6,23,133,140,154,,,,2021,1,427
71.4,33,39,124,27.6,67.5,,,,,,,,,R93,8.4,74,94,15,105,140,,,2021,1,354
62,32,36,106,,,,,,,,,,,R59,5.25,,142,,,,,,2021,2,142
62,30.4,30,92,,,,,,,,,,,R82,8.15,,111,,,,,,2021,2,111
66.5,40,29.5,-45,66.38,0,44.93,9.5,,,,,0,0,R96,10.49,87,214,222,190,,0,0,2019,2,626
71,62,35,110,53.03,24,16.5,12,,,,,,,R32,5.6,41,164,148,206,,,,2021,1,518
71.3,35,36,244.4,,78,71.8,3,7.3,7,,,,,R 130,7.3,58,160,110,,,,,2022,2,270
75,34,34.5,190.5,106.3,16,76.1,2.5,23.5,15.5,20,9.5,,,R 16,9.9,101,180,120,120,130,,,2022,2,550
71,41,38,134,78.5,27,59.8,48,16.5,3.9,,,,,R57,6.17,45,168,,,,,,2021,1,168
75,55,34.3,154.2,17.9,14.6,9.53,63.8,,,,,,,R118,5.76,47,99,165,74,110,118,,2021,1,566
75,34,40,227,50,28,10,2.4,,,,,,,R 119,5.1,29,130,40,,,,,2022,2,170
62,32,36,91,52.9,118,25.6,34,,,,,,,R52,5.6,,128.51,128.51,,,,,2021,2,257.02
71,33,34.2,229,49.6,80,,,,,,,,,R38,8.6,65,152,122.8,122.8,122.8,,,2021,2,520.4
75,62,32,200,71.8,5,51.6,15,40.2,25,25.7,7,,,R28,5.6,22,156,147,,,,,2022,1,303
75,50,36,190,81.6,48,19.59,6,16.9,9,14.77,9,,,R24,8.79,73,164,109,132,138,137,121,2021,1,801
64.5,34,32.5,12,63,52,18,32,,,,,,,R76,11.5,66,154,166,150,156,,,2019,2,626
75,55,34.3,154.2,77.34,21.6,55,57,42.37,16,18.45,4,,,R129,6.72,45,149,113,128,120,140,,2021,1,650
67,32,33,197,65.3,22.5,37.8,2,,,,,,,R119,4.99,20,102,,,,,,2021,2,102
77,27,37,55,28.8,75,,,,,,,,,R123,6.32,53,91,114,84,112,,,2021,2,401
55.5,51,29.3,28,46.46,21,34,14,,,,,0,0,R94,10.5,57,182,132,124,140,108,,2019,2,686
77,42,38,59,112.4,179.6,82,0,28.3,6,18.9,4,8.7,,R 42,8.5,71,140,190,120,120,,,2022,2,570
67,33.5,34,91.5,14,3.5,,,,,,,,,R37,4.8,48,96,48,57,,,,2021,2,201
72,40,34,80,47,130,26.2,11,20.6,28,,,,,R 126,6.7,55,,,,,,,2022,2,0
59,55,34,46,53,8.5,,,,,,,,,R15,10,103,143,125,201,172,190,,2019,1,831
77,6,36.5,80,40.5,54,29.31,4.5,,,,,,,R64,3.86,15,,,,,,,2021,2,0
72,33,44,74,98.5,113,90,92,32.7,2,23,2,,,R 92,7,75,80,110,80,130,,,2022,2,400
69,34,37,36,40,48,38,9,,,,,0,0,R44,8,45.5,146,98,118,,,,2019,2,362
71,48,37,218,67.8,51,45.5,22,32.64,29.2,,,,,R42,7.34,41,180,187,167,,,,2021,1,534
75,42,35.5,156.5,53.9,13.5,22.2,6.5,11.5,58.5,,,,,R16,11.5,58.5,133,,,,,,2022,1,133
66.5,40,31.5,56,48.52,4,,,,,,,0,0,R58,9.29,63,190,134,,,0,0,2019,2,324
75,34,35.3,67,71.6,40,42,108,28.2,15,22,24.6,,,R 46,9.6,61,180,,,,,,2022,2,180
77,40,37,45,24.09,56,14.5,27,,,,,,,R97,7.32,84,130,116,109,,,,2021,2,355
64.5,54.5,38,3.5,32.5,11,,,,,,7.5,,,R138,8,38,172,168,,,,,2019,1,340
66,20,44,174,73.8,61,50,17,23,3,,,,,R 25,5.8,55,90,120,,,,,2022,2,210
77,42,38,59,112.4,179.6,82,0,28.3,9.5,14.6,0,,,R 43,6.7,50.5,150,170,150,,,,2022,2,470
71,50,36.5,208,80.9,41,34.3,8,,,,,,,R14,4.9,19,,,,,,,2021,1,0
75,23,36.2,259.6,63.4,35,22.9,35.5,,,,,,,R 34,8,47,160,150,,,,,2022,2,310
60,50,113.5,38,38,2,36,7,18,6,,,,,R26,9,52,161,134,,,,,2019,1,295
68,34,30.5,208.3,52.8,74,33,15,29.16,5,,,,,R115,20.5,114,48,,,,,,2021,2,48
72,33,44,272,51,1,12,8,,,,,,,R 114,8.1,68,150,180,,,,,2022,2,330
55.5,51,29.3,28,46.46,70,16.42,22.5,40,13.5,,,0,0,R70,7,50.5,140,,,,,,2019,2,140
76,52,33.5,92,41.1,19,,,,,,,,,R1,8.4,63,103,,,,,,2022,1,103
71.5,31,40.3,63,83.5,95.5,74.92,84.5,,,,,,,R74,6.35,28,131,148,,,,,2021,2,279
58.8,26,34,211.9,14.5,2.5,,,,,,,,,R48,3.83,21,,,,,,,2021,2,0
68,37,35,159,33.8,63.8,,,,,,,,,R14,6.02,39,212,,,,,,2021,2,212
77,46.5,38,244,54.27,43,50.18,15,14.6,2,9.18,3,,,R58,7.63,74,,,,,,,2021,2,0
75,30,40,133,101,56.7,31.6,5,,,,,,,R 68,5.2,36,140,,,,,,2022,2,140
75,60,41,117,79.1,29,24.8,13.2,14.4,4,,,,,R15,5.7,25,126,169,,,,,2022,1,295
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,15,R122,5.66,33,159,129,127,,,,2021,1,415
77,45,25.5,67,40.32,141.6,,,,,,,,,R5,7,29.5,133,147,,,,,2021,2,280
75,51,40,128,36,4,24.5,1,,,,,,,R84,8.9,88,122,110,166,117,127,,2021,1,642
69,34,37,40,,,,,,,,,0,0,R48,5,32,130,,,,,,2019,2,130
71,33,34.2,158,47.6,78,,,,,,,,,R23,7.26,81,131,124,122.8,104,,,2021,2,481.8
66.5,40,31.5,34,13.69,6.5,,,,,,,0,0,R60,4.62,27,,,,,0,0,2019,2,0
58.8,35,28,213.5,50,34,17.15,10,,,,,,,R73,8.99,56,133,138,,,,,2021,2,271
60,50,108,10,71,0,17.5,13.5,12.5,5.5,,,,,R106,13.5,110,285,209,186,201,207,,2019,1,1088
69,34,28.5,28,48.5,-55,,,,,,,0,0,R70,15,65,160,124,86,,,,2019,2,370
62,30.4,30,272.4,17.9,13,,,,,,,,,R106,4.5,,,,,,,,2021,2,0
71,41,38,134,78.5,2,,,,,,,,,R53,13.6,125,151,166,127,131,106,119,2021,1,800
64.5,54.5,38,3.5,47.5,28,,4,,,,,,,R155,11,59,113,144,,,,,2019,1,257
67,33.5,34,200.5,57.4,34,22.9,42,,,,,,,R43,2.91,10,141,137,108,,,,2021,2,386
71.4,45,36,131,73.8,6,43.28,105,26.9,5,14.9,12,,,R67,6.9,61.5,,,,,,,2021,1,0
70,71,40.5,97,74.2,74,79.8,9,17,29.4,2,12.77,8.5,12.5,R21,4.14,16.7,,,,,,,2021,1,0
62,25.5,35.5,181,24.8,80,7.9,4.5,,,,,,,R25,5.25,,128.51,,,,,,2021,2,128.51
77,45,25.5,209,43.6,61,21.04,5,15.76,21,12.5,12.5,,,R20,6.46,37,,,,,,,2021,2,0
60,50,113,6,76,8,53,9,25,16.5,,,,,R47,4.5,20,220,141,197,204,199,181,2019,1,1142
65.5,43,37.5,53,71,7.5,,9,11,10,,,,,R115,7,24,203,,,,,,2019,1,203
64,51,117,77,25,13,20,3,12,22,,,,,R1,12,53,114,116,118,,,,2019,1,348
71,33,38,122,62,112,17,13,15.9,3.5,,,,,R125,5,48.5,96,122.8,91,,,,2021,2,309.8
69.5,62,31.5,147,75.8,29,49.6,7,12.06,2,,,,,R52,7.34,55.2,111,239,108,146,,,2021,1,604
68,26,34.5,182.5,41,2.5,,,,,,,,,R50,10.2,95,160,140,,,,,2022,2,300
77,40,37,221.5,19.29,3,,,,,,,,,R111,6.7,23,131,,,,,,2021,2,131
55.5,51,27.5,28,,,,,,,,,0,0,R52,18.52,172,118,170,166,172,204,208,2019,2,1038
75,35,36,276.2,55.7,35,,,,,,,,,R 159,9,60,120,130,200,,,,2022,2,450
70,60,39,69,85.6,70,39,45,31.3,2.7,,,,,R33,14.6,82,139,108,177,115,,,2022,1,539
71,41,38,202,65.5,63,44.25,14,36.9,2,,,,,R78,8.61,63,159,212,194,220,,,2021,1,785
64.5,34,33,0,66,35,,,,,,,,,R6,7,44,128,134,142,112,,,2019,2,516
77,45,25.5,207,7.22,4,,,,,,,,,R15,7.62,71,,,,,,,2021,2,0
62,30,31,186,39.34,23,50.8,63,34.6,5,,,,,R131,7.44,,99,,,,,,2021,2,99
77,46.5,38,59,87.6,136,16,2.5,,,,,,,R33,8.88,94,131.98,131.98,131.98,,,,2021,2,395.94
66.5,40,39,40,53.75,1,,,,,,,0,0,R1,6.14,50,112,,,,0,0,2019,2,112
75,34,35.3,237.5,70.2,58.5,65,15,18.5,5.5,,,,,R 66,7.3,64,100,120,90,,,,2022,2,310
75,50,36,190,81.6,99,57.7,7,,,,,,,R28,8.73,34,203,,,,,,2021,1,203
68,30,40.5,131,57.44,65,35.16,10,,,,,,,R76,6.61,42,127.49,,,,,,2021,2,127.49
58.8,36,29,131,21.28,64.7,,,,,,,,,R106,10.1,75.5,105,,,,,,2021,2,105
59.5,31,36,,,,,,,,0,0,0,0,R115,,,148,,,,,,2019,2,148
75,30,40,112,57,57.2,,,,,,,,,R 57,13.5,93,180,150,,,,,2022,2,330
77,46.5,38,242,50.3,12,36.6,3,,,,,,,R46,10.6,88,123,127,168,,,,2021,2,418
71.4,33,39,210,74.2,45,66.3,10,50.8,14.5,21.3,1.5,,,R119,6.6,24,155,,,,,,2021,1,155
76,43,45,144,113.8,34,,,,,,,,,R102,10.8,120,175,158,183,,,,2022,1,516
71.5,41,32.5,206.7,60.4,13.5,41.86,34.5,,,,,,,R54,12.93,82,,,,,,,2021,2,0
75,34,40,277,44.6,0,12.7,8,,,,,,,R 123,7,44,130,,,,,,2022,2,130
69.5,55,34,173,89.8,15,61,56,18.5,1,,,,,R114,5.33,32,114,160,160,,,,2021,1,434
70,71,40.5,233,84.6,16,78.46,3,,,,,,,R47,9.37,95.5,149,147,164,140,114,135,2021,1,849
77,8,34.5,167,27.07,55,,,,,,,,,R33,6.8,74,138,97,103,76,,,2021,2,414
70,57,35,129,54.08,4,17,36.5,,,,,,,R91,5.85,39,141,108,42,,,,2021,1,291
73,37,36,159.5,47.1,2.5,,,,,,,,,R 7,5.8,60.1,80,100,,,,,2022,2,180
64.5,54.5,38,62,50.5,11,,,,,,,,17,R78,7.5,28,120,169,173,,,,2019,1,462
69,34,32,6,30,0,,,,,,,0,0,R101,20,99,86,164,174,,,,2019,2,424
71,33,38,196,16,10,10.1,25,,,,,,,R143,4.8,12,140,,,,,,2021,2,140
73,37,36,279,63.3,4,,,,,,,,,R 26,9.2,46,200,180,90,,,,2022,2,470
73,45,39,225,83.03,15,75.3,22.5,52,48,40.5,7,21.8,1,R156,6.32,39,186,,,,,,2021,1,186
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,8,,,R94,5.99,35,222,145,,,,,2021,1,367
69,34,28.5,0,,,,,,,,,0,0,R78,8,70,142,180,152,,,,2019,2,474
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,5,,,R58,5.9,22,,,,,,,2021,1,0
66.5,40,90,-17,18.98,6,,,,,,,0,0,R45,12.7,138,,,,,0,0,2019,2,0
71.5,41,32.5,129.5,44.8,4,14.36,17.1,,,,,,,R38,5.64,53,,,,,,,2021,2,0
62,25.5,35.5,151,36,59,9.11,10,,,,,,,R9,3.88,,,,,,,,2021,2,0
75,34,40,225,32.7,57,23.8,17,9.6,4.7,,,,,R 117,5.5,55,100,90,,,,,2022,2,190
70,60,39,69,85.6,25,42.4,73,16.8,17.5,,,,,R21,6,43,124,140,131,118,,,2022,1,513
77,46,26.2,66.5,47.1,32.2,9.9,4.7,,,,,,,R 3,5.8,34.8,120,100,,,,,2022,2,220
66,22.5,34,102,59.9,66,33.5,43.7,27.5,0,,,,,R 76,8.8,69.5,120,120,,,,,2022,2,240
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,30,17.9,57.9,R62,8.9,52,104,155,140,,,,2021,1,399
73,34,38,152.8,29.3,7,49.7,54,18.8,23,14.9,5,9.4,22,R 61,6.9,48,190,140,140,,,,2022,2,470
66.5,40,90,34,20,16,,,,,,,0,0,R35,7.12,93,122,122,,,0,0,2019,2,244
73,60,43,65,16.4,123,,,,,,,,,R61,3.6,27,114,103,90,,,,2022,1,307
71,33,34.2,121,27.9,11,23,92.5,,,,,,,R15,3.7,22.5,,,,,,,2021,2,0
81,19,40,161.5,60.1,2.4,,,,,,,,,R54,5.3,48,,,,,,,2022,2,0
71,33,44.6,26,31,205,36,45,10,17,,,,,R115,6.2,46,122.8,122.8,,,,,2021,2,245.6
